HTTP_SYSTEM_ERROR,activeConnections,activeThreads,clients,cpu,deadLockThreads,fileDescriptors,free_disk_space,gc,http2xxNum,http4xxNum,http5xxNum,httpHitsRate,httpMeanTimes,httpSessions,httpSessionsMeanAge,httpSystemErrors,http_Cpu_Time_Sum,http_Durations_Sum,http_Error_Hits,http_Gobal_Hits,loadedClassesCount,runningThreads,systemLoad,threadCount,tomcatBusyThreads,tomcatBytesReceived,tomcatBytesSent,usedConnections,usedMemory,usedNonHeapMemory,usedPhysicalMemorySize,usedSwapSpaceSize
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(14.5-15.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(3.5-4.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(393.5-443.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(14.5-15.5]\'','\'(0.063775-0.264552]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(7.5-12.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(3.5-5.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(393.5-443.5]\'','\'(73.5-130.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.063775-0.264552]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(2.5-4.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(393.5-443.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.474513-0.699777]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(397.5-inf)\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.699777-1.639855]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(2.5-3.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.063775-0.264552]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(2.5-4.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(-inf-34.5]\'','\'(334.5-393.5]\'','\'(397.5-inf)\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.264552-0.474513]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(334.5-393.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.474513-0.699777]\'','\'(4.5-6.5]\'','\'All\'','\'(-inf-36.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.063775-0.264552]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(73.5-130.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.063775-0.264552]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(443.5-inf)\'','\'(14.5-73.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.474513-0.699777]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(334.5-393.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.264552-0.474513]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(2.5-3.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(2.5-4.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(3.5-5.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(7.5-12.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(2.5-4.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(3.5-5.5]\'','\'(23.5-73]\'','\'(3.5-4.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(443.5-inf)\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(2.5-4.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(-inf-21762.5]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(443.5-inf)\'','\'(73.5-130.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(-inf-21770]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(10.5-13.5]\'','\'(0.063775-0.264552]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(73.5-130.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(218.5-397.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.063775-0.264552]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(0.063775-0.264552]\'','\'(4.5-6.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(2.5-3.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(218.5-397.5]\'','\'(1582-1808]\'','\'(14.5-15.5]\'','\'(-inf-0.063775]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(7.5-12.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(2.5-4.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(334.5-393.5]\'','\'(218.5-397.5]\'','\'(1582-1808]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(334.5-393.5]\'','\'(130.5-218.5]\'','\'(1582-1808]\'','\'(13.5-14.5]\'','\'(0.264552-0.474513]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-23.5]\'','\'(1.5-2.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(393.5-443.5]\'','\'(73.5-130.5]\'','\'(1582-1808]\'','\'(14.5-15.5]\'','\'(0.063775-0.264552]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(443.5-inf)\'','\'(14.5-73.5]\'','\'(919.5-1582]\'','\'(14.5-15.5]\'','\'(-inf-0.063775]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(-2-0.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(443.5-inf)\'','\'(14.5-73.5]\'','\'(919.5-1582]\'','\'(14.5-15.5]\'','\'(0.063775-0.264552]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(334.5-393.5]\'','\'(130.5-218.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(334.5-393.5]\'','\'(73.5-130.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(25.5-26.5]\'','\'(0.5-1.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(-inf-75186250]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
'\'(3.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(0.5-23.5]\'','\'(2.5-3.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27527950000-inf)\'','\'(-inf-0.5]\'','\'(21762.5-44443]\'','\'(13.5-inf)\'','\'(34.5-142]\'','\'(443.5-inf)\'','\'(14.5-73.5]\'','\'(919.5-1582]\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(3.5-4.5]\'','\'All\'','\'(36.5-142.5]\'','\'(21770-44444]\'','\'(-inf-8052]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(25.5-26.5]\'','\'(1.5-2.5]\'','\'All\'','\'(7886745-8424335]\'','\'(-inf-10.5]\'','\'(75186250-99656950]\'','\'(-inf-58423650]\'','\'(-inf-1066715000]\'','\'All\''
